country_c,ineq,norm_atk_ineq,atkineq_log16_n,crime_rate,norm_crime_rate,norm_crime_rate_log16,gov,norm_gov,func_gov_pts,terror,norm_terror,terror_log16_n,country,year,uhc,norm_uhc,uhc_log16,acfth_pts
Sweden,0.15355164,0.8327012708867977,13.323220334188765,48.4,0.480234261,7.68374817,9.523333333,0.987897649,15.80636238,6.8,0.9962451684152402,15.939922694643844,Sweden,2021.0,85.24987,0.9099093700449998,14.558549920719996,67.31180349955261
Slovakia,0.0999685352,0.9255730693352664,14.809169109364262,31.1,0.733528551,11.73645681,6.368333333,0.660615491,10.56984786,0.2,0.9998895637769188,15.998233020430702,Slovakia,2021.0,81.75445,0.8555033801594069,13.68805408255051,66.80176088234548
United Arab Emirates,0.1187452159999999,0.8930287790912111,14.288460465459378,15.6,0.960468521,15.36749634,4.17,0.432572614,6.921161826,0.0,1.0,16.0,United Arab Emirates,2021.0,81.76567,0.8556780187454754,13.690848299927609,66.26796693138698
New Zealand,0.1809367,0.7852366869976756,12.56378699196281,47.7,0.490483163,7.8477306,9.17,0.951244813,15.21991701,2.8,0.9984538928768636,15.975262286029817,New Zealand,2021.0,84.83291,0.9034194141762638,14.45471062682022,66.06140751481284
Belgium,0.1157361008,0.8982442652300924,14.371908243681478,49.2,0.46852123,7.496339678,8.093333333,0.8395574,13.4329184,2.4,0.9986747653230259,15.978796245168414,Belgium,2021.0,85.59243,0.9152412946478252,14.643860714365204,65.92382328121509
Croatia,0.142582238,0.8517137580401033,13.627420128641653,26.0,0.808199122,12.93118594,6.07,0.62966805,10.0746888,0.2,0.9998895637769188,15.998233020430702,Croatia,2021.0,80.15187,0.8305593244319538,13.28894919091126,65.92047707998361
Australia,0.184899,0.7783691131912326,12.45390581105972,47.1,0.499267936,7.988286969,8.63,0.895228216,14.32365145,3.0,0.9983434566537824,15.973495306460519,Australia,2021.0,86.77878,0.9337067569100924,14.93930811056148,65.67864764708172
Malta,0.145834662,0.8460765619999634,13.537224991999414,41.2,0.585651537,9.370424597,7.083333333,0.734785615,11.75656985,0.6,0.9996686913307565,15.994699061292105,Malta,2021.0,85.23704,0.9097096719113756,14.55535475058201,65.21427325087352
Spain,0.201951544,0.7488131470837658,11.981010353340253,36.2,0.65885798,10.54172767,7.32,0.7593361,12.14937759,2.4,0.9986747653230259,15.978796245168414,Spain,2021.0,85.25634,0.910010075183312,14.560161202932994,65.21107306144165
Hungary,0.1175304772,0.8951341997722675,14.32214719635628,33.7,0.695461201,11.12737921,6.37,0.660788382,10.57261411,0.2,0.9998895637769188,15.998233020430702,Hungary,2021.0,79.45746,0.8197508769674274,13.11601403147884,65.13638756826583
Israel,0.2402052,0.6825107959376436,10.920172735002298,32.4,0.714494876,11.43191801,7.62,0.790456432,12.6473029,66.0,0.9635560463832137,15.416896742131419,Israel,2021.0,85.4992,0.9137901756300726,14.62064281008116,65.03693319721488
Ireland,0.139949004,0.8562777559313874,13.7004440949022,46.5,0.508052709,8.128843338,8.035,0.833506224,13.33609959,9.2,0.9949199337382661,15.918718939812258,Ireland,2021.0,82.67559,0.8698408656470492,13.917453850352787,65.00155981306725
Poland,0.18026912,0.786393756104433,12.582300097670927,30.7,0.739385066,11.83016105,6.07,0.62966805,10.0746888,0.8,0.9995582551076753,15.992932081722804,Poland,2021.0,82.00587,0.8594167164614923,13.750667463383875,64.2307494927776
United Kingdom,0.168964562,0.8059871454021175,12.89579432643388,47.4,0.494875549,7.918008785,7.5,0.778008299,12.44813278,87.8,0.9515184980673661,15.224295969077858,United Kingdom,2021.0,87.80078,0.9496141218799892,15.193825950079823,63.68005781059156
Cyprus,0.1522185399999999,0.8350118386482921,13.360189418372672,32.4,0.714494876,11.43191801,5.538333333,0.574515906,9.192254495,2.2,0.9987852015461072,15.980563224737715,Cyprus,2021.0,80.68617,0.8388756699343176,13.422010718949082,63.38693586705947
Lithuania,0.199665236,0.7527758427237377,12.044413483579802,32.8,0.70863836,11.33821376,6.428333333,0.666839557,10.66943292,0.4,0.9997791275538377,15.996466040861403,Lithuania,2021.0,75.31574,0.7552852687060574,12.084564299296918,62.13309050373812
Uruguay,0.2384597799999999,0.6855360087365842,10.968576139785348,52.2,0.424597365,6.793557833,8.81,0.913900415,14.62240664,0.0,1.0,16.0,Uruguay,2021.0,81.52997,0.8520093632431227,13.632149811889963,62.01669042467532
France,0.175081902,0.7953843934779559,12.726150295647294,55.3,0.37920937,6.067349927,7.68,0.796680498,12.74688797,23.8,0.9868580894533407,15.789729431253452,France,2021.0,84.79053,0.9027597721729136,14.444156354766616,61.77427397866737
Armenia,0.159553382,0.8222988767843248,13.156782028549197,22.4,0.86090776,13.77452416,5.118333333,0.530947441,8.495159059,0.2,0.9998895637769188,15.998233020430702,Armenia,2021.0,68.19311,0.6444219859707003,10.310751775531203,61.7354500435111
Romania,0.223472838,0.7115118132738174,11.384189012381078,33.7,0.695461201,11.12737921,5.893333333,0.611341632,9.781466113,0.0,1.0,16.0,Romania,2021.0,78.39335,0.8031880725270001,12.851009160432,61.14404349581308
Latvia,0.195948562,0.7592176903903676,12.14748304624588,37.4,0.641288433,10.26061493,6.308333333,0.654391425,10.47026279,0.4,0.9997791275538377,15.996466040861403,Latvia,2021.0,74.62745,0.7445720786521138,11.91315325843382,60.787980065541106
Italy,0.221868478,0.7142925367708027,11.428680588332844,47.3,0.496339678,7.941434846,6.608333333,0.685511757,10.96818811,9.8,0.9945886250690227,15.913418001104363,Italy,2021.0,83.83604,0.8879031960573394,14.20645113691743,60.458172682354636
Serbia,0.1424761,0.8518977195141634,13.630363512226614,38.3,0.628111274,10.04978038,5.773333333,0.598893499,9.582295989,0.8,0.9995582551076753,15.992932081722804,Serbia,2021.0,71.67236,0.6985762908351942,11.177220653363108,60.432592616312526
Montenegro,0.2121846139999999,0.7310768920067909,11.697230272108657,38.0,0.63250366,10.12005857,6.428333333,0.666839557,10.66943292,0.6,0.9996686913307565,15.994699061292105,Montenegro,2021.0,71.94123,0.7027612352769322,11.244179764430916,59.72560058783168
Thailand,0.218157706,0.7207241549190706,11.53158647870513,37.9,0.633967789,10.14348463,5.416666667,0.561894882,8.990318119,111.4,0.938487023743788,15.015792379900608,Thailand,2021.0,81.97846,0.8589900815555971,13.743841304889552,59.42502291249529
Greece,0.174390344,0.7965830219529416,12.745328351247066,46.7,0.505124451,8.081991215,6.201666667,0.643326418,10.29322268,32.6,0.9819988956377692,15.711982330204307,Greece,2021.0,77.18728,0.7844156697195215,12.550650715512344,59.383175291963724
United States,0.256936198,0.6535121427260118,10.456194283616188,49.3,0.467057101,7.472913616,6.608333333,0.685511757,10.96818811,68.6,0.9621203754831584,15.393926007730535,United States,2021.0,85.72882,0.9173641963192972,14.677827141108756,58.96904915845548
Malaysia,0.2472600599999999,0.6702831070336934,10.724529712539097,50.7,0.446559297,7.144948755,7.68,0.796680498,12.74688797,2.8,0.9984538928768636,15.975262286029817,Malaysia,2021.0,75.99274,0.765822730628386,12.253163690054176,58.8447924136231
North Macedonia,0.204619586,0.744188818952708,11.907021103243329,41.0,0.588579795,9.41727672,5.891666667,0.611168741,9.778699862,0.2,0.9998895637769188,15.998233020430702,North Macedonia,2021.0,73.52955,0.7274833350117523,11.639733360188036,58.74096406586206
China,0.307136964,0.566502712434269,9.064043398948304,24.9,0.824304539,13.18887262,3.81,0.395228216,6.323651452,9.4,0.994809497515185,15.91695196024296,China,2021.0,81.03551,0.8443131248057302,13.509009996891685,58.00252942808295
Bulgaria,0.24963732,0.666162770737324,10.658604331797184,37.1,0.64568082,10.33089312,5.655,0.586618257,9.385892116,0.4,0.9997791275538377,15.996466040861403,Bulgaria,2021.0,73.4856,0.7267992560583014,11.628788096932825,58.000643705591415
Azerbaijan,0.05702734,1.0,16.0,31.6,0.726207906,11.6193265,2.738333333,0.284059474,4.544951591,0.6,0.9996686913307565,15.994699061292105,Azerbaijan,2021.0,65.65727,0.6049517977268033,9.679228763628853,57.83820591592095
Moldova,0.13584528,0.8633904499351911,13.814247198963058,45.1,0.528550512,8.456808199,5.178333333,0.537171508,8.594744122,0.0,1.0,16.0,Moldova,2021.0,70.75371,0.6842775620391125,10.9484409926258,57.81424051258885
Georgia,0.230645756,0.6990795028045034,11.185272044872054,26.1,0.806734993,12.90775988,3.45,0.357883817,5.726141079,0.6,0.9996686913307565,15.994699061292105,Georgia,2021.0,68.22667,0.6449443452352694,10.319109523764311,56.132981588928466
Kazakhstan,0.1470942,0.8438934940401877,13.502295904643002,45.9,0.516837482,8.269399707,3.031666667,0.314488243,5.031811895,0.8,0.9995582551076753,15.992932081722804,Kazakhstan,2021.0,80.328,0.83330077667476,13.33281242679616,56.12925201516197
Chile,0.358487628,0.4775002454252456,7.64000392680393,59.3,0.320644217,5.130307467,8.153333333,0.845781466,13.53250346,38.0,0.9790171176145775,15.66427388183324,Chile,2021.0,82.27822,0.863655826881797,13.818493230108752,55.78558196574592
Costa Rica,0.3523418,0.4881523735810399,7.810437977296639,53.7,0.402635432,6.442166911,7.203333333,0.747233748,11.95573997,0.4,0.9997791275538377,15.996466040861403,Costa Rica,2021.0,81.08141,0.8450275553851023,13.520440886161635,55.72525178531968
Mauritius,0.314441,0.5538431444270719,8.861490310833151,47.8,0.489019034,7.824304539,7.918333333,0.821403873,13.14246196,0.0,1.0,16.0,Mauritius,2021.0,65.65095,0.6048534273289463,9.67765483726314,55.50591164709629
Albania,0.205462638,0.7427276166629598,11.883641866607356,45.6,0.521229868,8.339677892,5.893333333,0.611341632,9.781466113,0.8,0.9995582551076753,15.992932081722804,Albania,2021.0,63.76895,0.5755602170810544,9.20896347329687,55.20668142662703
Türkiye,0.2908108399999999,0.5947996262326033,9.516794019721653,40.9,0.590043924,9.440702782,5.0,0.518672199,8.298755187,75.8,0.9581446714522364,15.330314743235782,Turkey,2021.0,75.58542,0.7594828207462546,12.151725131940074,54.73829186389751
Russia,0.1857979799999999,0.776810974862354,12.428975597797663,39.1,0.616398243,9.862371889,2.081666667,0.215940526,3.455048409,15.8,0.9912755383765876,15.8604086140254,Russia,2021.0,79.15902,0.8151056773572357,13.041690837715771,54.648495347538834
Indonesia,0.2381163379999999,0.6861312724175856,10.97810035868137,46.1,0.513909224,8.222547584,7.501666667,0.778181189,12.45089903,28.2,0.984428492545555,15.75085588072888,Indonesia,2021.0,54.77663,0.4355953284645174,6.969525255432279,54.37192810884253
Panama,0.388102452,0.4261709696044299,6.818735513670879,44.3,0.540263543,8.644216691,6.07,0.62966805,10.0746888,0.0,1.0,16.0,Panama,2021.0,78.21974,0.8004858439238458,12.807773502781531,54.34541450745241
Ukraine,0.135121678,0.8646446180046179,13.834313888073886,46.9,0.502196193,8.035139092,2.711666667,0.281293223,4.500691563,35.4,0.9804527885146328,15.687244616234125,Ukraine,2021.0,75.50772,0.7582734251903243,12.132374803045188,54.189763962353204
Tunisia,0.2291706,0.7016362861641725,11.22618057862676,44.4,0.538799414,8.62079063,4.82,0.5,8.0,9.6,0.9946990612921038,15.915184980673661,Tunisia,2021.0,67.13705,0.6279844792680496,10.047751668288791,53.80990785758922
Vietnam,0.2068225259999999,0.7403706191593645,11.845929906549832,42.2,0.571010249,9.136163982,3.453333333,0.358229599,5.731673582,0.6,0.9996686913307565,15.994699061292105,Vietnam,2021.0,68.08401,0.6427238514127593,10.28358162260415,52.99204815444608
Morocco,0.2592268,0.6495420046001288,10.39267207360206,46.5,0.508052709,8.128843338,4.581666667,0.475276625,7.604426003,0.2,0.9998895637769188,15.998233020430702,Morocco,2021.0,69.45202,0.6640168400159573,10.624269440255317,52.74844387528808
Argentina,0.2317335179999999,0.697194162012831,11.155106592205296,64.2,0.248901903,3.982430454,5.12,0.531120332,8.497925311,3.2,0.9982330204307013,15.97172832689122,Argentina,2021.0,78.52537,0.805242955426536,12.883887286824576,52.49107797092109
Dominican Republic,0.2482172799999999,0.6686240254399214,10.697984407038742,60.5,0.303074671,4.849194729,5.061666667,0.525069156,8.401106501,0.2,0.9998895637769188,15.998233020430702,Dominican Republic,2021.0,76.98295,0.7812352862710881,12.49976458033741,52.44628323780685
Belarus,0.129664894,0.8741024750234748,13.985639600375595,50.8,0.445095168,7.121522694,1.395,0.144709544,2.315352697,0.4,0.9997791275538377,15.996466040861403,Belarus,2021.0,78.56763,0.8059007296375221,12.894411674200354,52.313392706437355
Jordan,0.24110919,0.6809439741307926,10.89510358609268,40.4,0.597364568,9.557833089,3.571666667,0.370504841,5.928077455,2.8,0.9984538928768636,15.975262286029817,Jordan,2021.0,64.90748,0.5932813640861196,9.492501825377914,51.84877824150041
Mexico,0.30435212,0.5713294851948953,9.141271763118326,53.8,0.401171303,6.418740849,5.176666667,0.536998617,8.59197787,23.0,0.9872998343456654,15.796797349530646,Mexico,2021.0,74.54783,0.7433327984183535,11.893324774693657,51.842112606342624
Paraguay,0.33292314,0.5218093608793821,8.348949774070114,50.9,0.44363104,7.098096633,5.476666667,0.568118949,9.089903181,3.8,0.9979017117614578,15.966427388183325,Paraguay,2021.0,72.27225,0.7079135405140508,11.326616648224812,51.829993624478256
Algeria,0.16809191,0.8074996512742978,12.919994420388765,52.2,0.424597365,6.793557833,2.56,0.265560166,4.248962656,5.2,0.9971286581998896,15.954058531198234,Algeria,2021.0,74.11164,0.7365435288232269,11.784696461171633,51.701269901758636
Egypt,0.1867705,0.7751253748627975,12.40200599780476,47.3,0.496339678,7.941434846,3.151666667,0.326936376,5.230982019,82.0,0.9547211485367201,15.275538376587521,Egypt,2021.0,70.2333,0.6761774135029247,10.818838616046795,51.668799855439076
Sri Lanka,0.369155114,0.4590110478798308,7.344176766077293,42.1,0.572474378,9.159590044,5.355,0.555497925,8.887966805,13.0,0.992821645499724,15.885146327995583,Sri Lanka,2021.0,66.73998,0.6218041099837083,9.948865759739332,51.22574570281221
Jamaica,0.3368349,0.5150293844734838,8.24047015157574,68.1,0.191800878,3.068814056,6.963333333,0.722337483,11.55739972,0.4,0.9997791275538377,15.996466040861403,Jamaica,2021.0,74.14455,0.7370557708791559,11.792892334066494,50.656042302503636
El Salvador,0.2457277819999999,0.6729388959080818,10.767022334529308,61.3,0.29136164,4.661786237,3.808333333,0.395055325,6.320885201,0.2,0.9998895637769188,15.998233020430702,El Salvador,2021.0,78.04086,0.7977015881060227,12.763225409696362,50.51115220265637
Ecuador,0.304329528,0.5713686423075408,9.141898276920651,62.1,0.279648609,4.474377745,5.06,0.524896266,8.398340249,4.4,0.9975704030922142,15.961126449475428,Ecuador,2021.0,76.6337,0.7757992322439488,12.41278771590318,50.388530436299256
Fiji,0.20193058,0.7488494824993774,11.98159171999004,57.3,0.349926794,5.598828697,5.06,0.524896266,8.398340249,0.0,1.0,16.0,Fiji,2021.0,58.24706,0.4896123505902301,7.833797609443682,49.812558275433716
Kyrgyz Republic,0.152086206,0.8352412037928045,13.363859260684873,54.0,0.398243045,6.371888726,2.096666667,0.217496542,3.479944675,1.2,0.999337382661513,15.989398122584207,Kyrgyzstan,2021.0,68.54345,0.6498750057784828,10.398000092455725,49.6030908767248
Nepal,0.3191333,0.5457103133511887,8.731365013619019,37.7,0.636896047,10.19033675,5.3,0.549792531,8.796680498,117.2,0.935284373274434,14.964549972390945,Nepal,2021.0,53.66346,0.4182689082457896,6.692302531932635,49.3752347659426
Iran,0.27634204,0.6198773719587375,9.9180379513398,49.5,0.464128843,7.426061493,2.56,0.265560166,4.248962656,8.6,0.9952512424075096,15.924019878520154,Iran,2021.0,74.30833,0.7396049961577954,11.833679938524726,49.35076191738468
Lebanon,0.2024052,0.7480268572867449,11.968429716587918,46.4,0.509516837,8.1522694,1.085,0.112551867,1.800829876,10.0,0.9944781888459415,15.911651021535064,Lebanon,2021.0,72.61969,0.7133214220063608,11.413142752101772,49.24632276622476
Colombia,0.418286188,0.3738556389292692,5.981690222868307,61.2,0.292825769,4.685212299,6.13,0.635892116,10.17427386,160.4,0.9114301490889012,14.582882385422419,Colombia,2021.0,79.57326,0.821553296599046,13.144852745584735,48.56891151287547
Philippines,0.24577332,0.6728599681196765,10.765759489914824,42.8,0.562225476,8.995607613,4.94,0.512448133,8.199170124,432.2,0.7613473219215903,12.181557150745444,Philippines,2021.0,58.21226,0.4890706908045624,7.825131052872999,47.96722543053327
Peru,0.323179544,0.538697245358135,8.61915592573016,67.8,0.196193265,3.13909224,5.475,0.567946058,9.087136929,4.2,0.9976808393152954,15.962893429044726,Peru,2021.0,71.10895,0.6898068500351067,11.036909600561708,47.845188124336595
Brazil,0.425866708,0.3607168607975737,5.771469772761179,65.6,0.2284041,3.654465593,5.24,0.543568465,8.697095436,5.4,0.9970182219768083,15.952291551628933,Brazil,2021.0,80.41688,0.8346841882193045,13.354947011508871,47.43026936489898
India,0.3851878,0.4312227293727706,6.89956366996433,44.3,0.540263543,8.644216691,7.381666667,0.765733057,12.25172891,632.6,0.6506902263942573,10.411043622308117,India,2021.0,63.33427,0.5687944505398463,9.10071120863754,47.307264101909986
Rwanda,0.4433399999999999,0.3304316419975008,5.286906271960014,26.8,0.796486091,12.74377745,4.348333333,0.451071923,7.217150761,2.4,0.9986747653230259,15.978796245168414,Rwanda,2021.0,48.55309,0.3387263243698496,5.419621189917594,46.64625191804602
Botswana,0.4548167,0.3105398911698491,4.968638258717586,52.2,0.424597365,6.793557833,6.788333333,0.704183956,11.26694329,0.0,1.0,16.0,Botswana,2021.0,55.17985,0.4418714221075329,7.069942753720526,46.09908213543811
Bolivia,0.2871444959999999,0.6011542404768072,9.618467847628915,64.6,0.243045388,3.888726208,4.05,0.420124481,6.721991701,2.4,0.9986747653230259,15.978796245168414,Bolivia,2021.0,65.06229,0.5956909718855224,9.53105555016836,45.739037551965694
Nicaragua,0.3527897,0.4873760602509271,7.798016964014835,52.2,0.424597365,6.793557833,2.44,0.253112033,4.049792531,2.6,0.9985643290999447,15.977029265599116,Nicaragua,2021.0,70.31471,0.6774445549727871,10.839112879564594,45.45750947317855
Guatemala,0.32801768,0.5303116470779421,8.484986353247074,59.5,0.317715959,5.083455344,4.048333333,0.419951591,6.71922545,1.2,0.999337382661513,15.989398122584207,Guatemala,2021.0,58.68237,0.4963879230413511,7.942206768661618,44.2192720384929
Pakistan,0.28438736,0.6059329889245271,9.694927822792431,43.2,0.55636896,8.901903367,5.001666667,0.51884509,8.301521438,401.2,0.7784649364991717,12.455438983986747,Pakistan,2021.0,45.20959,0.2866849596175508,4.586959353880813,43.940750965659994
Cambodia,0.3581779,0.4780370750191487,7.6485932003063795,52.8,0.415812592,6.653001464,3.426666667,0.355463347,5.687413555,0.4,0.9997791275538377,15.996466040861403,Cambodia,2021.0,57.98489,0.4855316912221696,7.768507059554714,43.75398131972249
Myanmar,0.17556,0.7945557400943875,12.7128918415102,50.4,0.450951684,7.21522694,1.31,0.135892116,2.174273859,105.4,0.941800110436223,15.068801766979568,Myanmar,2021.0,52.44712,0.3993366535417934,6.389386456668695,43.56058086415846
Bangladesh,0.3576391359999999,0.4789708764814949,7.663534023703919,61.5,0.288433382,4.614934114,5.486666667,0.569156293,9.106500692,29.2,0.9838763114301491,15.742020982882385,Bangladesh,2021.0,51.61948,0.3864544896047238,6.1832718336755805,43.310261646261885
Kenya,0.406237344,0.3947390464078341,6.315824742525345,56.4,0.363103953,5.80966325,5.418333333,0.562067773,8.993084371,59.6,0.9670900055218111,15.473440088348978,Kenya,2021.0,53.33536,0.4131620526228708,6.610592841965933,43.20260529384026
Venezuela,0.2113907,0.7324529268832436,11.719246830131896,81.2,0.0,0.0,1.43,0.148340249,2.373443983,11.2,0.9938155715074545,15.901049144119272,Venezuela,2021.0,75.1346,0.7524658361320388,12.03945337811262,42.033193335363784
Ghana,0.509502,0.215757735886939,3.4521237741910245,43.9,0.546120059,8.737920937,5.178333333,0.537171508,8.594744122,3.2,0.9982330204307013,15.97172832689122,Ghana,2021.0,47.78764,0.3268121438256154,5.228994301209847,41.985511461292084
Honduras,0.35108676,0.490327645476161,7.845242327618576,73.4,0.11420205,1.827232796,4.05,0.420124481,6.721991701,1.6,0.9991165102153506,15.98586416344561,Honduras,2021.0,64.30881,0.5839631036296341,9.343409658074146,41.72374064613833
South Africa,0.59932494,0.0600739991780333,0.9611839868485336,75.4,0.084919473,1.358711567,7.141666667,0.740836791,11.85338866,25.0,0.9861954721148537,15.77912755383766,South Africa,2021.0,70.9511,0.6873499248291398,10.997598797266235,40.95001056495243
Namibia,0.5299237,0.1803622504358031,2.88579600697285,63.9,0.25329429,4.052708638,5.36,0.556016598,8.89626556,0.0,1.0,16.0,Namibia,2021.0,62.63717,0.5579441333964855,8.927106134343768,40.761876339316615
Tanzania,0.4109967,0.3864899919189924,6.18383987070388,54.5,0.390922401,6.254758419,5.06,0.524896266,8.398340249,3.6,0.998012147984539,15.968194367752623,Tanzania,2021.0,42.62791,0.246501274690464,3.944020395047424,40.74915330150393
Uganda,0.435285908,0.344391228917694,5.510259662683104,55.0,0.383601757,6.137628111,3.45,0.357883817,5.726141079,8.6,0.9952512424075096,15.924019878520154,Uganda,2021.0,48.5671,0.3389443891283901,5.423110226054241,38.7211589572575
Ethiopia,0.3645498,0.466993112286071,7.471889796577136,50.8,0.445095168,7.121522694,3.213333333,0.333333333,5.333333333,30.6,0.9831032578685809,15.729652125897294,Ethiopia,2021.0,35.14274,0.1299950799236136,2.0799212787778174,37.73631922825225
Papua New Guinea,0.271712,0.6279022921885997,10.046436675017596,79.7,0.021961933,0.351390922,6.07,0.62966805,10.0746888,1.6,0.9991165102153506,15.98586416344561,Papua New Guinea,2021.0,30.39468,0.0560918281438019,0.8974692503008318,37.355849810764035
Zambia,0.6339851,0.0,0.0,46.4,0.509516837,8.1522694,3.345,0.346991701,5.55186722,0.6,0.9996686913307565,15.994699061292105,Zambia,2021.0,55.83556,0.4520775065345494,7.233240104552791,36.932075785844894
Sudan,0.39337268,0.4170364568803095,6.672583310084953,45.4,0.524158126,8.386530015,1.085,0.112551867,1.800829876,44.0,0.9757040309221424,15.611264494754279,Sudan,2021.0,43.53126,0.2605618599600884,4.168989759361415,36.64019745520065
Nigeria,0.187159472,0.774451197259224,12.391219156147583,66.2,0.219619327,3.513909224,3.81,0.395228216,6.323651452,514.2,0.7160684704583102,11.457095527332964,Nigeria,2021.0,38.42341,0.1810584997238001,2.8969359955808027,36.58281135506135
Zimbabwe,0.513789324,0.2083268210137254,3.333229136219608,60.9,0.297218155,4.755490483,2.5,0.2593361,4.149377593,0.0,1.0,16.0,Zimbabwe,2021.0,55.04284,0.4397388701755117,7.035821922808188,35.273919135027796
Zimbabwe,0.513789324,0.2083268210137254,3.333229136219608,60.9,0.297218155,4.755490483,2.5,0.2593361,4.149377593,1.6,0.9991165102153506,15.98586416344561,Zimbabwe,2021.0,55.04284,0.4397388701755117,7.035821922808188,35.25978329847341
Cote d'Ivoire,0.456060864,0.3083834698748137,4.934135517997019,57.1,0.352855051,5.64568082,2.86,0.296680498,4.746887967,6.0,0.9966869133075649,15.946990612921038,Cote d'Ivoire,2021.0,42.77569,0.2488014609871873,3.980823375794998,35.254518293713055
Yemen,0.2318842,0.6969329955801271,11.150927929282034,68.6,0.184480234,2.951683748,0.0,0.0,0.0,0.0,1.0,16.0,Yemen,2021.0,42.4872,0.2443111324938748,3.9089781199019975,34.01158979718403
Yemen,0.2318842,0.6969329955801271,11.150927929282034,68.6,0.184480234,2.951683748,0.0,0.0,0.0,0.0,1.0,16.0,Yemen,2021.0,42.4872,0.2443111324938748,3.9089781199019975,34.01158979718403
