country,year,water_pct,norm_water,norm_water_withpts,norm_water_withpts_log5,water_log32_n,country_c
 Iceland,2018.0,99.64410018,0.9949917236657855,4.974958618,31.83973516,31.839735157305135,Iceland
 India,2018.0,81.60655093,0.7411645904123783,3.705822952,23.71726689,23.717266893196104,India
 Indonesia,2018.0,66.3760805,0.5268390967565432,2.634195484,16.8588511,16.85885109620938,Indonesia
 Iran ,2018.0,96.39998389,0.9493400263970239,4.746700132,30.37888085,30.378880844704764,Iran
 Iraq,2018.0,83.96675773,0.7743777790571271,3.871888895,24.78008893,24.780088929828068,Iraq
 Ireland,2018.0,95.8411995,0.9414767275721875,4.707383638,30.12725528,30.12725528231,Ireland
 Isle of Man,2018.0,98.84600364,0.9837607879106046,4.91880394,31.48034521,31.480345213139348,Isle of Man
 Israel,2018.0,99.76434859,0.9966838775590634,4.983419388,31.89388408,31.89388408189003,Israel
 Italy,2018.0,96.71326188,0.9537485218645049,4.768742609,30.5199527,30.519952699664156,Italy
 Jamaica,2017.363636,90.79295897,0.8704371199212999,4.3521856,27.85398784,27.853987837481597,Jamaica
 Japan,2018.0,98.76609062,0.9826362397530314,4.913181199,31.44435967,31.444359672097004,Japan
 Jordan,2018.0,89.85667697,0.8572616173803009,4.286308087,27.43237176,27.43237175616963,Jordan
 Kazakhstan,2017.227273,94.37659615,0.9208666067330807,4.604333033,29.46773141,29.467731415458584,Kazakhstan
 Kenya,2018.0,53.00398875,0.3386649902046769,1.693324951,10.83727969,10.83727968654966,Kenya
 Kiribati,2018.153846,48.19246649,0.2709565180107199,1.35478259,8.670608576,8.670608576343037,Kiribati
 Kuwait,2018.0,100.0,1.0,5.0,32.0,32.0,Kuwait
 Kyrgyzstan,2018.0,86.65147664,0.8121575514126489,4.060787757,25.98904165,25.989041645204765,Kyrgyz Republic
 Laos,2017.846154,52.38865466,0.330005915410589,1.650029577,10.56018929,10.560189293138848,Laos
 Latvia,2018.0,97.66907279,0.9671988381937938,4.835994191,30.95036282,30.950362822201402,Latvia
 Lebanon,2018.0,73.34195804,0.6248639837334974,3.124319918,19.99564748,19.995647479471916,Lebanon
 Lesotho,2018.0,38.08257703,0.12868861766718315,0.643443088,4.118035764,4.118035765349861,Lesotho
 Liberia,2018.0,42.22297758,0.1869529632033335,0.934764816,5.982494824,5.982494822506672,Liberia
 Libya,2018.0,98.92489097,0.9848709024026782,4.924354512,31.51586888,31.5158688768857,Libya
 Liechtenstein,2018.0,100.0,1.0,5.0,32.0,32.0,Liechtenstein
 Lithuania,2018.0,95.73115622,0.9399281818186006,4.699640909,30.07770182,30.07770181819522,Lithuania
 Luxembourg,2018.0,99.72740585,0.9961640137095592,4.980820069,31.87724844,31.877248438705895,Luxembourg
 Madagascar,2018.0,32.43878108,0.049268263671160606,0.246341319,1.576584438,1.5765844374771394,Madagascar
 Malawi,2018.0,39.64565474,0.15068448466012285,0.753422424,4.821903511,4.821903509123931,Malawi
 Malaysia,2018.0,95.58355825,0.9378511607621439,4.689255804,30.01123715,30.011237144388605,Malaysia
 Maldives,2017.764706,97.68616335,0.9674393391504577,4.837196696,30.95805885,30.958058852814645,Maldives
 Mali,2018.0,49.61716771,0.2910051300146611,1.45502565,9.312164161,9.312164160469155,Mali
 Malta,2018.0,99.92147566,0.9988949935583508,4.994474968,31.96463979,31.964639793867224,Malta
 Marshall Islands,2017.764706,91.34705981,0.8782345111190263,4.391172556,28.10350436,28.10350435580884,Marshall Islands
 Martinique,2018.0,99.31970214,0.9904267451653818,4.952133726,31.69365585,31.693655845292216,Martinique
 Mauritania,2018.0,64.98904062,0.5073204608504736,2.536602304,16.23425475,16.234254747215154,Mauritania
 Mauritius,2018.0,99.91658429,0.9988261614566293,4.994130808,31.96243717,31.962437166612137,Mauritius
 Mayotte,2018.0,94.49034546,0.922467304303836,4.612336522,29.51895374,29.518953737722754,Mayotte
 Mexico,2018.0,77.90792857,0.6891170146794526,3.445585074,22.05174447,22.051744469742484,Mexico
 Micronesia (Federated States of),2017.0,90.14041675,0.8612544466693106,4.306272233,27.56014229,27.56014229341794,"Micronesia, Fed. Sts."
 Monaco,2018.0,100.0,1.0,5.0,32.0,32.0,Monaco
 Mongolia,2018.0,68.37923914,0.5550278494521453,2.775139247,17.76089118,17.76089118246865,Mongolia
 Montenegro,2018.0,94.47485256,0.9222492858614038,4.611246429,29.51197715,29.51197714756492,Montenegro
 Montserrat,2018.0,98.07437366,0.9729022936084596,4.864511468,31.1328734,31.132873395470707,Montserrat
 Mozambique,2017.363636,55.35354327,0.3717282783470051,1.858641392,11.89530491,11.895304907104164,Mozambique
 Myanmar,2018.0,69.63011056,0.5726303021028135,2.86315151,18.32416967,18.324169667290032,Myanmar
 Namibia,2017.230769,77.04421831,0.676962752688603,3.384813764,21.66280809,21.662808086035295,Namibia
 Nauru,2016.5,97.01533889,0.9579993954398083,4.789996977,30.65598065,30.655980654073865,Nauru
 Nepal,2018.0,57.88217608,0.4073115833912204,2.036557917,13.03397067,13.033970668519054,Nepal
 New Caledonia,2018.0,97.4779087,0.9645087480782701,4.82254374,30.86427994,30.864279938504644,New Caledonia
 New Zealand,2018.0,98.50749992,0.9789973121383505,4.89498656,31.32791399,31.327913988427216,New Zealand
 Nicaragua,2017.0,69.13149002,0.5656136381150788,2.828068191,18.09963642,18.099636419682522,Nicaragua
 Niger,2018.0,42.42600928,0.18981005612966698,0.94905028,6.073921795,6.073921796149343,Niger
 Nigeria,2018.0,45.35020741,0.23095981644995406,1.154799082,7.390714128,7.39071412639853,Nigeria
 Niue,2018.0,95.77068011,0.9404843680030248,4.70242184,30.09549978,30.095499776096794,Niue
 North Macedonia,2018.0,93.15576429,0.9036868753342475,4.518434377,28.91798001,28.91798001069592,North Macedonia
 Northern Mariana Islands,2018.0,95.07352689,0.9306739219818736,4.65336961,29.7815655,29.781565503419955,Northern Mariana Islands
 Norway,2018.0,99.52012485,0.9932471239880857,4.96623562,31.78390797,31.78390796761874,Norway
 Oman,2017.846154,95.34812263,0.9345380749508696,4.672690375,29.9052184,29.905218398427827,Oman
 Pakistan,2018.0,71.24164924,0.5953081192276305,2.976540596,19.04985981,19.049859815284176,Pakistan
 Palau,2018.0,92.52710244,0.8948402502767285,4.474201251,28.63488801,28.634888008855313,Palau
 Panama,2018.0,95.62642217,0.9384543483561351,4.692271741,30.03053915,30.030539147396322,Panama
 Papua New Guinea,2018.0,38.9501944,0.14089786110350863,0.704489306,4.508731556,4.508731555312276,Papua New Guinea
 Paraguay,2017.72,80.67654456,0.7280773994901133,3.640386997,23.29847678,23.298476783683626,Paraguay
 Peru,2018.0,71.96986822,0.6055557273429135,3.027778636,19.37778327,19.377783274973233,Peru
 Philippines,2018.0,74.9226414,0.647107600107832,3.235538,20.7074432,20.707443203450623,Philippines
 Poland,2018.0,91.5781881,0.8814869835281848,4.407434918,28.20758347,28.207583472901913,Poland
 Portugal,2018.0,97.03479952,0.9582732483815657,4.791366242,30.66474395,30.664743948210102,Portugal
 Puerto Rico,2018.0,99.09721732,0.9872959049791519,4.936479525,31.59346896,31.59346895933286,Puerto Rico
 Qatar,2018.0,98.43356106,0.9779568332678729,4.889784166,31.29461866,31.29461866457193,Qatar
 Reunion,2018.0,98.09539029,0.9731980428185995,4.865990214,31.14233737,31.142337370195182,Reunion
 Republic of Korea,2018.0,99.2891603,0.9899969557530821,4.949984779,31.67990258,31.679902584098627,South Korea
 Republic of Moldova,2017.571429,83.39126654,0.7662793796046465,3.831396898,24.52094015,24.52094014734869,Moldova
 Romania,2018.0,90.97823524,0.8730443557393246,4.365221779,27.93741938,27.937419383658387,Romania
 Russian Federation,2018.0,86.60190715,0.8114600020189289,4.05730001,25.96672006,25.966720064605724,Russia
 Rwanda,2018.0,48.21614841,0.2712897735866423,1.356448868,8.681272757,8.681272754772554,Rwanda
 Saint Bartholemy,2018.0,99.96845941,0.9995561560259733,4.99778078,31.98579699,31.985796992831144,St. Barths
" Saint Helena, Ascension and Tristan da Cunha",2018.0,94.11203111,0.9171436072983171,4.585718037,29.34859543,29.348595433546148,St. Helena
 Saint Kitts and Nevis,2015.5,98.61185413,0.9804658004346318,4.902329002,31.37490561,31.37490561390822,St. Kitts and Nevis
 Saint Lucia,2017.25,95.48677399,0.9364891979522655,4.68244599,29.96765433,29.967654334472495,St. Lucia
 Saint Martin (French part),2018.0,98.29757472,0.9760432128327783,4.880216064,31.23338281,31.233382810648905,Saint-Martin
 Saint Pierre and Miquelon,2017.0,87.26415,0.8207791840099671,4.10389592,26.26493389,26.264933888318946,St. Pierre and Miquelon
 Saint Vincent and the Grenadines,2016.0,97.71667431,0.9678686940147062,4.83934347,30.97179821,30.9717982084706,St. Vincent and the Grenadines
 American Samoa,2018.28,77.95940264,0.6898413656122704,3.449206828,22.0749237,22.074923699592652,American Samoa
 San Marino,2018.0,100.0,1.0,5.0,32.0,32.0,San Marino
 Sao Tome and Principe,2018.0,60.50205689,0.44417894415354314,2.220894721,14.21372622,14.21372621291338,Sao Tome and Principe
 Saudi Arabia,2018.5,99.32836333,0.9905486267468423,4.952743134,31.69755606,31.697556055898954,Saudi Arabia
 Senegal,2018.0,44.03201802,0.21241005509871297,1.062050276,6.797121764,6.797121763158815,Senegal
 Serbia,2017.789474,87.80958981,0.8284546958777772,4.14227348,26.51055027,26.51055026808887,Serbia
 Seychelles,2018.0,96.12614105,0.9454864683512061,4.727432341,30.25556699,30.255566987238595,Seychelles
 Sierra Leone,2018.0,31.10375112,0.03048151926051342,0.152407596,0.975408617,0.9754086163364294,Sierra Leone
 Singapore,2018.0,100.0,1.0,5.0,32.0,32.0,Singapore
 Sint Maarten,2015.5,95.31117933,0.9340182032209603,4.670091016,29.8885825,29.88858250307073,Sint Maarten
 Slovakia,2018.0,99.52116377,0.9932617438281551,4.966308719,31.7843758,31.784375802500964,Slovakia
 Slovenia,2018.0,98.19757223,0.9746359626014366,4.873179813,31.1883508,31.18835080324597,Slovenia
 Solomon Islands,2017.071429,58.54928784,0.4166992814234481,2.083496407,13.33437701,13.334377005550339,Solomon Islands
 Somalia,2018.0,51.95002347,0.32383343066944653,1.619167154,10.36266978,10.362669781422289,Somalia
 South Africa,2017.5625,73.10471575,0.6215254741875195,3.107627371,19.88881518,19.888815174000623,South Africa
 South Sudan,2018.235294,42.712079,0.19383567268831364,0.969178363,6.202741525,6.202741526026037,South Sudan
 Spain,2018.0,99.74100159,0.996355335028261,4.981776675,31.88337072,31.883370720904352,Spain
 Sri Lanka,2018.375,72.84904679,0.6179276617419801,3.089638308,19.77368517,19.773685175743363,Sri Lanka
 State of Palestine,2018.0,90.70079956,0.8691402387032138,4.345701194,27.81248764,27.81248763850284,Palestine
 Sudan,2018.0,51.76087427,0.32117169439209864,1.605858472,10.27749422,10.277494220547156,Sudan
 Suriname,2018.0,75.0932259,0.6495080911064892,3.247540456,20.78425892,20.784258915407655,Suriname
 Sweden,2018.0,99.69497971,0.9957077081414026,4.978538541,31.86264666,31.862646660524884,Sweden
 Switzerland,2018.0,98.34999917,0.976780937657335,4.883904689,31.25699001,31.25699000503472,Switzerland
 Syrian Arab Republic,2018.0,91.92135284,0.8863160498819661,4.43158025,28.3621136,28.362113596222915,Syria
 Turkey,2018.0,98.68838339,0.9815427318074348,4.907713659,31.40936742,31.409367417837913,Türkiye
 Tajikistan,2018.0,69.62954066,0.572622282383436,2.863111412,18.32391304,18.323913036269953,Tajikistan
 Thailand,2018.0,92.27633039,0.8913113478926322,4.456556739,28.52196313,28.52196313256423,Thailand
 The Netherlands ,2018.0,99.9863085,0.9998073311320307,4.999036655,31.99383459,31.993834596224982,Netherlands
 Timor-Leste,2017.5625,58.76052075,0.41967178302280334,2.098358915,13.42949706,13.429497056729707,Timor-Leste
 Togo,2018.0,35.34554017,0.09017261917128394,0.450863096,2.885523813,2.885523813481086,Togo
 Tokelau,2018.0,99.61498011,0.9945819416169167,4.972909708,31.82662213,31.826622131741335,Tokelau
 Tonga,2018.153846,66.06326434,0.522437100230982,2.612185501,16.71798721,16.717987207391424,Tonga
 Trinidad and Tobago,2017.363636,97.9895168,0.9717081749833539,4.858540875,31.0946616,31.094661599467326,Trinidad and Tobago
 Tunisia,2018.0,85.95492561,0.8023555795006605,4.011777898,25.67537854,25.675378544021136,Tunisia
 Turkmenistan,2018.0,97.34614759,0.9626545857216193,4.813272928,30.80494674,30.80494674309182,Turkmenistan
 Turks and Caicos Islands,2019.0,80.6147434,0.7272077241779565,3.636038621,23.27064717,23.27064717369461,Turks and Caicos Islands
 Tuvalu,2018.28,65.24626661,0.5109401840587121,2.55470092,16.35008589,16.350085889878788,Tuvalu
 Uganda,2018.0,40.18591416,0.1582870972928645,0.791435486,5.065187113,5.065187113371664,Uganda
 Ukraine,2018.0,93.70842021,0.9114639333982263,4.557319667,29.16684587,29.16684586874324,Ukraine
 United Arab Emirates,2018.0,99.97324095,0.9996234425832499,4.998117213,31.98795016,31.987950162663996,United Arab Emirates
 United Kingdom,2018.0,99.92632742,0.9989632682621349,4.994816341,31.96682458,31.966824584388316,United Kingdom
 United Republic of Tanzania,2018.0,36.07846411,0.10048643619844976,0.502432181,3.21556596,3.215565958350392,Tanzania
 United States,2018.0,98.2555394,0.9754516854238655,4.877258427,31.21445393,31.214453933563696,United States
 Uruguay,2018.0,99.88129688,0.9983295916623576,4.991647959,31.94654694,31.946546933195442,Uruguay
 Uzbekistan,2018.434783,85.55196423,0.7966850457446826,3.983425228,25.49392146,25.493921463829842,Uzbekistan
 Vanuatu,2018.0,74.28583408,0.6381463507590388,3.190731754,20.42068322,20.42068322428924,Vanuatu
 Venezuela ,2018.0,94.5125532,0.9227798149948456,4.613899075,29.52895408,29.52895407983506,Venezuela
 Viet Nam,2018.0,79.45697386,0.7109154153263917,3.554577077,22.74929329,22.749293290444534,Vietnam
 Virgin Islands U.S.,2017.0,98.32713278,0.9764591583434653,4.882295792,31.24669307,31.24669306699089,United States Virgin Islands
 Yemen,2017.230769,74.63497101,0.6430594586777765,3.215297294,20.57790268,20.577902677688847,Yemen
 Zambia,2018.0,44.74369595,0.2224248950455322,1.112124475,7.11759664,7.11759664145703,Zambia
 Zimbabwe,2018.0,48.80059895,0.279514250373399,1.397571252,8.944456013,8.944456011948768,Zimbabwe
Hong Kong,2018.0,99.98674006,0.9998134041099119,4.999067021,31.99402893,31.99402893151718,Hong Kong
Macao,2018.0,99.99949701,0.9999929218483073,4.999964609,31.9997735,31.999773499145835,Macau
