year,hdi,norm_hdi,hdi_log4
2015.0,0.3154507733333333,0.2843166361126438,1.1372665444505752
2015.0,0.3091969133333333,0.27583356213172,1.10333424852688
2015.0,0.3081897333333334,0.27446736870044613,1.0978694748017845
2015.0,0.30708424333333334,0.2729678222674956,1.0918712890699824
2015.0,0.3021641766666667,0.26629397770998864,1.0651759108399546
2015.0,0.29875543666666665,0.2616701783921698,1.0466807135686793
2015.0,0.29729912333333336,0.2596947562135358,1.0387790248541433
2015.0,0.29711211,0.25944108121248266,1.0377643248499306
2015.0,0.29172481666666666,0.2521334651315975,1.00853386052639
2015.0,0.29074084666666666,0.2507987549997734,1.0031950199990936
2015.0,0.2886549,0.24796926411037154,0.9918770564414862
2015.0,0.28750153666666667,0.24640477969857602,0.9856191187943041
2015.0,0.28663745,0.2452326858046828,0.9809307432187312
2015.0,0.28170337333333334,0.23853983732536227,0.9541593493014491
2015.0,0.28011636,0.23638712659704741,0.9455485063881897
2015.0,0.27959516,0.23568014272486967,0.9427205708994787
2015.0,0.27493742666666665,0.22936214129054242,0.9174485651621697
2015.0,0.27277180333333334,0.2264245726606912,0.9056982906427647
2015.0,0.2711177333333333,0.22418090264255405,0.8967236105702162
2015.0,0.26561497333333334,0.21671666132930625,0.866866645317225
2015.0,0.2601934633333333,0.20936263191094406,0.8374505276437763
2015.0,0.25986219,0.20891327484273758,0.8356530993709503
2015.0,0.25898903,0.20772887338872625,0.830915493554905
2015.0,0.25410504666666667,0.2011039742163326,0.8044158968653304
2015.0,0.2517344633333333,0.19788838675601023,0.7915535470240409
2015.0,0.25039216666666664,0.19606762295130706,0.7842704918052282
2015.0,0.24995941,0.1954806084004423,0.7819224336017692
2015.0,0.24992733,0.19543709335320616,0.7817483734128247
2015.0,0.24557259666666667,0.189530097508422,0.758120390033688
2015.0,0.23671706,0.1775179685697958,0.7100718742791832
2015.0,0.23288660333333333,0.1723221299542758,0.6892885198171032
2015.0,0.2328019766666667,0.17220733776607647,0.6888293510643059
2015.0,0.23155474666666667,0.17051552753028162,0.6820621101211265
2015.0,0.22454707333333332,0.16100994036958186,0.6440397614783274
2015.0,0.22426764666666665,0.16063091092447496,0.6425236436978998
2015.0,0.2237414766666667,0.1599171854754655,0.639668741901862
2015.0,0.22345294666666668,0.15952580777661773,0.6381032311064709
2015.0,0.22341319333333334,0.15947188420499075,0.637887536819963
2015.0,0.22134636333333332,0.15666832419629326,0.626673296785173
2015.0,0.21636299,0.14990860705180498,0.5996344282072199
2015.0,0.21510643666666665,0.14820415014236932,0.5928166005694773
2015.0,0.21158868666666666,0.1434324837641014,0.5737299350564056
2015.0,0.20765086,0.13809100267284125,0.552364010691365
2015.0,0.20733183,0.13765825312422103,0.5506330124968841
2015.0,0.20466195666666667,0.13403669251903283,0.5361467700761313
2015.0,0.20461258333333332,0.13396971985905137,0.5358788794362055
2015.0,0.20382515666666667,0.13290161173576664,0.5316064469430666
2015.0,0.20040427000000002,0.12826133602225706,0.5130453440890282
2015.0,0.19384922000000002,0.11936971163369466,0.4774788465347786
2015.0,0.1783559366666667,0.09835378407470217,0.3934151362988087
2015.0,0.17658565666666667,0.09595248052666146,0.38380992210664583
2015.0,0.17613604666666668,0.09534260520285134,0.3813704208114054
2015.0,0.17593684666666667,0.0950723995479438,0.3802895981917752
2015.0,0.17418369,0.09269432301545295,0.3707772920618118
2015.0,0.17189308,0.0895872157102936,0.3583488628411744
2015.0,0.15614181333333335,0.06822134560341678,0.2728853824136671
2015.0,0.13799861666666666,0.04361093226289042,0.1744437290515617
2015.0,0.134230772,0.038500023950909894,0.15400009580363958
2015.0,0.10584792866666666,0.0,0.0
